83,3,2
15,14,1
7,2,1
16,2,1
6,13,3
16,0,2
1,1,1
29,1,2
31,5,1
186,0,3
2,1,1
5,5,1
12,3,3
41,6,5
8,0,1
1,1,1
1,1,1
85,34,1
2,0,1
1,2,1
1,1,1
1,2,1
22,27,4
1,0,1
16,17,1
1,1,1
41,15,3
1,0,1
21,9,4
100,132,8
7,10,4
4,1,1
1,1,1
9,1,1
1,1,1
111,46,1
38,5,5
7,1,2
15,2,1
20,52,7
2,1,1
1,1,1
9,112,2
1,0,1
4,0,1
0,5,1
80,78,4
512,0,5
0,6,1
13,18,2
