4,0,1
3,3,1
4,3,1
28,23,1
2,1,2
7,0,1
2,2,2
3,0,1
1,1,1
4,2,2
4,0,1
22,20,4
1,1,1
2,1,1
3,0,1
27,9,1
2,0,1
1,1,1
9,10,3
1,1,1
4,5,1
5,0,1
2,2,1
5,63,1
1,1,1
1,1,1
3,2,1
3,3,3
5,9,5
2,2,1
1,1,1
5,2,1
1,1,1
5,0,1
2,1,1
5,4,1
4,19,1
5,0,3
1,0,1
17,10,1
1,8,1
2,2,1
4,4,1
5,4,1
5,2,1
1,2,1
3,11,1
1,1,1
4,3,1
3,0,1
