50,1,2
3,3,1
7,5,1
21,2,1
63,0,1
7,0,1
8,6,1
52,1,2
18,9,1
67,11,9
39,5,7
26,17,2
8,0,1
201,60,1
181,62,1
511,1,3
116,90,4
189,0,5
107,64,1
101,76,9
9,1,2
52,0,2
1328,0,6
8,176,3
97,116,1
68,50,2
31,28,2
876,139,34
78,33,2
199,0,1
0,0,0
41,61,1
131,17,3
43,5,3
28,7,2
4,0,1
36,1,1
672,391,4
476,0,4
41,38,1
1,4,1
87,3,1
14,8,3
17,4,4
1618,1,3
472,22,3
207,21,2
5,2,1
221,27,5
319,4,7
