time
661

23575

2760

19205

4369

45705

5247

5831

3743

11113

13992

2014

1994

451

696

16278

2355

1638

9216

179

1620

600

213

2078

6171

1857

338

6571

69238

1494

3142

15252

2833

5439

31151

2377

1362

18499

5567

1049

1049

1049

62827

80854

3106

245

1375

4420

7598

2263

1191

10874

28068

16651

43

6421

6518

71587

2624

6410

2886

286

77472

21712

13387

56015

3017

657

39002

8695

31576

1685

28060

1015

229

664

1669

20933

4687

521

2275

45394

856

1082

1192

2553

2553

2599

435

6391

1179

9790

1587

1651

703

9574

3147

4873

370

3235

30844

4514

4800

1570

101

2614

954

330

2421

628

10404

21435

7793

6164

5992

1566

768

28968

6664

239

3066

2680

25095

10436

2735

1740

10498

2348

1019

5849

33659

1226

4402

4173

3215

732

9080

1109

1425

1696

1004

1780

1514

957

4552

119

1098

27969

1102

4246

2066

27934

3075

541

19264

27416

11798

3219

2303

3701

706

1317

706

6812

811

8746

1158

527

527

1679

9188

806

47471

23975

4867

1701

2441

1355

637

1698

64910

1170

24267

24267

5878

2484

60913

3360

812

4154

1134

812

811

10148

334

30668

1753

3745

263

31388

2062

2456

2456

71042

311

871

871

6626

19464

2690

21777

1584

33284

1118

818

839

1535

13278

4243

22185

22185

22185

1997

658

4240

40967

8591

8591

404

404

20636

1025

1170

1170

1170

1194

7415

1127

12897

67482

6640

9018

1087

7173

535

138

4216

4385

40526

281

750

7504

1784

919

919

8690

2641

48139

948

1410

8013

14018

3000

432

482

781

27380

3671

3768

2418

296

1044

70991

56921

15001

23142

16892

1464

4180

4808

4190

770

100

9788

1181

1083

3981

654

1822

528

120

6946

548

1299

642

115

330

761

8379

65994

3163

615

44320

2276

468

833

5277

520

7106

28170

7106

23705

985

878

878

878

878

878

878

187

3051

14005

2634

4724

7877

6406

30673

18866

2205

10179

10179

7151

7921

6410

15257

802

1

800

800

208

559

874

2427

19147

1058

907

6350

6330

314

689

11122

6585

192

312

46

1988

5544

11638

212

6813

2248

121

337

2467

1633

2222

3143

534

1955

11

200

76434

2207

8367

10030

8743

24177

12357

729

8423

746

729

6529

12389

12389

4811

4346

3132

3132

2489

2205

389

4110

15714

59920

17179

3964

5130

2115

358

647

325

423

4737

6870

5107

6722

2262

239

318

93

5261

8208

3865

2573

25569

2213

109

29162

1471

1471

5684

12600

262

250

531

2474

1663

8744

17646

1870

1422

172

57

10973

12247

3313

1089

318

318

3291

25416

760

480

2139

37179

37179

10702

8836

481

27014

3035

7524

4593

1020

2999

6263

1727

1727

544

4010

362

3216

7410

692

1825

3965

1271

1719

1028

35826

887

3146

4063

89708

2663

19693

10796

2990

3409

303

22583

22583

1678

3053

1219

7901

25413

4013

5329

15794

1702

522

887

2952

149

5288

3387

167

6046

2162

158

71

218

328

328

6178

322

52

28138

3002

117

117

3396

97

3954

2184

22101

35261

1017

197

30988

8235

261

3963

77

54

3446

4508

5

5

1098

2521

0

1562

3258

315

1853

1194

338

5143

278

1199

748

127

23717

552

12396

12396

253

1779

434

2950

1820

21266

91

2155

3378

23

3684

4962

3759

108

231

231

3189

8024

5470

3098

3436

3436

163

605

3169

3169

3169

3169

3169

1507

2447

7287

7287

2766

511

236

117

293

193

1757

1757

192

3026

3709

1392

1700

553

3039

3152

915

1253

3407

996

1691

487

3032

5894

12978

4408

8033

1217

96

1368

1368

2204

41

312

886

267

666

39272

22271

1655

1659

20

145

145

169

1798

2997

15352

875

7279

129

136

253

3931

323

8061

1480

130

26582

15

46

46

46

235

11691

73953

5079

1483

1474

11867

8

9498

7817

3115

58

6214

703

703

24355

1875

5782

5297

757

1440

2924

14937

10262

2915

23343

219

5206

5071

5179

1196

1870

3260

2878

2878

2878

43724

2909

28709

26350

177

3365

104

2850

122

25137

140

2876

11513

758

4176

39445

1123

2815

3032

5608

3051

120

1146

3121

47976

1031

766

936

6286

2853

1330

1175

1563

1563

1367

4867

56

85

10395

1504

236

9188

794

201

18240

3268

335

3838

4654

18442

1617

653

2253

7256

10368

168

1104

1104

4435

36810

7855

4446

3866

90

7851

4679

1154

10993

2256

3056

6685

2005

4744

117

885

179

11071

57

12676

6793

900

4396

5299

8928

4053

161

15404

3167

10770

1202

1910

21385

8041

1386

1502

42152

389

1566

5736

1226

1369

19614

12148

55196

4358

3023

1358

60

8208

1020

27893

1261

13066

16800

1108

5039

5877

21402

1177

1177

3167

3167

2260

34482

5643

2400

7508

2616

363

3123

26943

19413

2424

7290

17493

2996

73131

20961

9063

2693

20

8352

7776

1901

4687

788

4206

3120

2116

2116

814

11481

252

980

2666

26093

83

10968

3501

33987

1071

1071

136

136

136

3173

1766

1766

1766

4746

7447

647

647

194

541

637

24503

6492

3023

2526

1855

27399

171

168

307

477

1029

6981

4334

68

2256

22332

48315

6188

6188

2500

4848

42484

25530

25530

0

2

5195

14872

372

4209

3382

18737

3617

7610

3767

240

11847

2093

5283

1089

5205

645

645

626

6082

659

168

2660

2660

210

13054

308

112

1192

4060

9380

3837

26544

118

118

2022

606

1

11041

3665

48214

770

230

1855

56086

73

234

45

167

50

107

26779

3772

8450

683

725

1991

159

8283

3777

1880

1874

22

3789

3789

3789

3789

6466

1488

2242

11372

375

303

153

680

680

339

117

16468

1440

4695

25562

2020

651

93

1

14777

1890

4046

15790

2935

258

3308

3308

4

2

71

205

12182

288

287

171

26304

219

12252

12252

12252

12252

16177

16177

13022

2527

1354

73

149

3887

2429

25

6047

358

3209

4719

1393

5764

27408

65

4226

2257

16063

1342

14467

885

36

1301

2604

3443

4159

1672

1937

27532

1607

271

1787

1174

9817

241

7592

4606

2019

1362

25

3707

6799

533

4203

2258

85396

2978

74375

721

316

315

3066

26383

550

1738

6581

23834

9110

2829

3447

15944

1536

56366

16246

6048

13363

2753

1019

45673

2481

17268

2158

37077

28252

5828

1854

13948

1328

102

1222

4231

1558

408

4428

5246

1327

12788

1441

2333

8876

35598

239

1989

4634

74

1658

22940

2531

2531

148

2997

19967

16777

2877

132

3543

1705

12369

11952

1482

4361

13390

1553

1144

1766

2157

13366

10870

7872

330

4171

3811

134

1882

3755

134

134

14235

2468

7583

131

130

68308

8734

130

130

2567

125

18550

983

7684

117

22174

3536

1315

1085

18848

18848

1749

2395

7436

2545

17967

30939

10268

3614

36839

1441

190

190

15654

414

29097

38

9430

4313

1133

1133

1217

24

47589

5063

33284

104

1349

39608

27744

2190

7865

35435

22

110

1672

87

23446

1448

7454

1644

7454

5170

12526

12526

2857

12526

12526

52678

41659

21766

8972

110

1674

1671

1671

2199

2012

8300

3641

13007

2232

6068

1719

1107

245

1727

2529

4942

1387

4369

14013

7709

1703

4169

16849

47714

2813

6935

5600

20376

6931

22686

65400

4221

6403
